id	effectiveTime	active	moduleId	refsetId	referencedComponentId	valueId
0de05c3f-311f-5d17-88b6-f2ec38c08a8d	20060131	1	900000000000207008	900000000000489007	103267008	900000000000484002
6004907d-0b82-596f-8d6e-77f49ba11e0f	20090731	0	900000000000207008	900000000000489007	105456007	900000000000482003
8a2339d3-8301-507a-ae3d-b2ea486f599e	20040131	1	900000000000207008	900000000000489007	106549007	900000000000483008
344ecbde-6ab2-5fd9-9b7a-bf11a87eb60f	20050731	1	900000000000207008	900000000000489007	108234007	900000000000484002
a8305dc9-e930-5d9c-ac49-16d59009272b	20020731	1	900000000000207008	900000000000489007	108272002	900000000000484002
94d9e907-ef06-5bcc-8b4c-68cb011d827a	20030731	1	900000000000207008	900000000000489007	109265005	900000000000484002
d975c9c2-3bfb-57fd-989f-da88af598242	20040731	1	900000000000207008	900000000000489007	109441009	900000000000484002
350ff16f-aeb3-582e-9f86-d48410bc5623	20070131	1	900000000000207008	900000000000489007	110658006	900000000000484002
19def998-9ece-59d1-88f5-0fc0c7c23fd7	20120731	1	900000000000207008	900000000000489007	1111000119100	900000000000482003
731eb175-8f9d-5630-956c-6ebf70b43443	20020731	1	900000000000207008	900000000000489007	11270005	900000000000484002
8547a52e-a8ef-5375-8dad-12ad1d3df185	20050131	1	900000000000207008	900000000000489007	113715002	900000000000484002
cede781f-6d5e-5602-9ee8-857d32c8ab82	20030731	1	900000000000207008	900000000000489007	11778002	900000000000484002
4e3dd838-428f-5cc6-ba47-bfba4329a804	20040131	1	900000000000207008	900000000000489007	11802008	900000000000485001
c68114ac-0449-5885-80cd-c8f347c07ea9	20050131	1	900000000000207008	900000000000489007	118225008	900000000000484002
c0896119-66ec-5f53-a9d7-cacdcbd7d662	20040731	1	900000000000207008	900000000000489007	118628001	900000000000484002
47b31fd3-a13e-57ea-900a-721d75b90bae	20090131	1	900000000000207008	900000000000489007	118689006	900000000000484002
9b003237-9bf1-59c3-83a5-87a19ebb78f8	20030131	0	900000000000207008	900000000000489007	119235005	900000000000486000
076289af-15ae-5ad9-8785-db70bf946126	20040731	1	900000000000207008	900000000000489007	119260005	900000000000482003
8d778648-fa19-555d-89c6-2534890f070f	20040731	1	900000000000207008	900000000000489007	119372001	900000000000482003
b76623c2-f866-55a4-bdb7-50dd3e9b5179	20050131	1	900000000000207008	900000000000489007	120087007	900000000000482003
8f4ac8c1-8957-5acd-8a07-78b869604215	20030731	1	900000000000207008	900000000000489007	12094002	900000000000484002
12e0e5d9-7008-53cc-8ba9-3717aa719da5	20030131	1	900000000000207008	900000000000489007	122544007	900000000000485001
4121f700-b249-58d6-960a-002cc1e505f4	20050131	1	900000000000207008	900000000000489007	125669007	900000000000484002
ed8fa805-7cac-59b7-b9dc-16e4a1b5411f	20030131	1	900000000000207008	900000000000489007	126730001	900000000000484002
acd09738-bd3a-5de1-9c46-299f09e5da2e	20030731	1	900000000000207008	900000000000489007	126995000	900000000000484002
d5703c56-761a-5247-a6a8-907cbb50116a	20030131	1	900000000000207008	900000000000489007	127015005	900000000000484002
cb7c73a3-eb1a-5f33-a465-582fad9dd846	20060731	1	900000000000207008	900000000000489007	127072000	900000000000482003
266e6a04-f9d5-5bf3-bbbf-0dc74b2f668d	20050731	1	900000000000207008	900000000000489007	127452003	900000000000484002
9e9ab8db-6a59-5796-b60d-0a2d5383bf2f	20030731	1	900000000000207008	900000000000489007	128118007	900000000000482003
5d27eadf-c463-5dd7-97f4-912ed981f5a5	20040731	1	900000000000207008	900000000000489007	128427003	900000000000484002
e7f11693-3f6c-5370-a699-46d1e3e45321	20070731	1	900000000000207008	900000000000489007	129282004	900000000000484002
aa17dccf-0c7b-5b57-9461-c00c721ee054	20030131	1	900000000000207008	900000000000489007	129336009	900000000000485001
eeac1e3c-0512-561d-b8f1-348bfa0e0945	20030131	1	900000000000207008	900000000000489007	129342008	900000000000485001
16118f8d-6671-50ab-9f0f-220c392412b2	20070131	0	900000000000207008	900000000000489007	129359003	900000000000485001
49fbcbda-d7b4-5627-ab52-05cefc622fd0	20080731	0	900000000000207008	900000000000489007	129406001	900000000000482003
dc000794-2e29-5c86-911a-bd40769d99cb	20030131	1	900000000000207008	900000000000489007	129432007	900000000000485001
ec2ae785-991f-561f-bc0e-31591bd25425	20080731	0	900000000000207008	900000000000489007	129446007	900000000000485001
acba012d-72db-519f-b76f-71bfc050141e	20050731	1	900000000000207008	900000000000489007	13115008	900000000000484002
6025945c-a3a2-5403-bc51-dc2596443988	20040131	0	900000000000207008	900000000000489007	134328007	900000000000484002
c33a9bee-0c38-51bb-a083-889c846d47f0	20050731	1	900000000000207008	900000000000489007	14107000	900000000000484002
8751b93d-b0fb-5153-8db8-778cf073b1d3	20050131	1	900000000000207008	900000000000489007	14778003	900000000000484002
2f43cdae-6409-506b-8876-5e182c23eafb	20030731	0	900000000000207008	900000000000489007	155441006	900000000000482003
dd9dff68-f00e-5874-87e3-52d41c52469c	20030131	1	900000000000207008	900000000000489007	15725006	900000000000484002
bfe5bab2-03d0-5a17-ba97-c85b08edc084	20030731	1	900000000000207008	900000000000489007	1612004	900000000000485001
4bbe47bf-461c-59e6-89bd-437a4ff2f485	20050131	1	900000000000207008	900000000000489007	161431003	900000000000484002
3e03f377-111a-58a3-8cd5-20b5a2782e60	20060131	0	900000000000207008	900000000000489007	161891005	900000000000482003
119ca969-083c-538e-af67-f2b6b999c34f	20100131	1	900000000000207008	900000000000489007	162571008	900000000000484002
efa72fa0-3619-52c7-aab6-fcfe63cc3c8c	20030731	1	900000000000207008	900000000000489007	16343004	900000000000484002
310f414b-cd36-5968-8f64-49ceb48b54e8	20060131	1	900000000000207008	900000000000489007	165369002	900000000000482003
e0e2212c-1863-55af-968f-ca90c86ace53	20060131	1	900000000000207008	900000000000489007	172291001	900000000000484002
1171855b-c87d-5bf0-a181-c7b897aa6baf	20080731	1	900000000000207008	900000000000489007	17571003	900000000000484002
c23546ed-8196-5325-adad-a3e29bab30a3	20040731	1	900000000000207008	900000000000489007	181440006	900000000000482003
3d231087-dc92-59aa-b652-52fd7b673e1a	20030131	0	900000000000207008	900000000000489007	181791008	900000000000486000
8003c01e-cebc-58ee-848f-dc87c5abb27b	20050131	1	900000000000207008	900000000000489007	18233005	900000000000484002
77fa0ced-5985-52cd-9067-56ad52e0936c	20050731	1	900000000000207008	900000000000489007	182831000	900000000000484002
1e391e0b-8fd7-5955-ba0d-80b25402e0b0	20050731	1	900000000000207008	900000000000489007	183925005	900000000000484002
bb2a2535-0c0a-5ccb-96d9-44408d02334a	20050131	1	900000000000207008	900000000000489007	18409001	900000000000482003
cb747d6d-4c5f-5df8-b3a8-6b34450d098e	20040731	1	900000000000207008	900000000000489007	187402002	900000000000482003
652cdf00-b2ba-506a-ba67-b1bdf833b126	20060131	1	900000000000207008	900000000000489007	189117002	900000000000484002
4a355819-6115-5191-b604-9c81ce4f2143	20060131	1	900000000000207008	900000000000489007	19019007	900000000000484002
0ee75264-420f-5685-b6b4-00c774530360	20030131	0	900000000000207008	900000000000489007	193462001	900000000000482003
1966456c-7b51-5c5b-a1ff-8e2283d50011	20020731	1	900000000000207008	900000000000489007	194345004	900000000000484002
60ec7751-e59f-5bbb-81dd-c38aef2ee3b7	20050131	0	900000000000207008	900000000000489007	200606009	900000000000486000
5ea7e596-28bb-58d2-99c6-3595e30daa49	20020731	0	900000000000207008	900000000000489007	201101007	900000000000482003
7607b2ea-8a14-54c4-9fbb-e7c1a5e50c8b	20040731	1	900000000000207008	900000000000489007	205787009	900000000000482003
c51c12ff-11cc-50ec-a20e-6a5382c9366c	20030131	1	900000000000207008	900000000000489007	21962008	900000000000484002
6149557d-a08b-5d7e-a210-0e309c7917df	20060131	1	900000000000207008	900000000000489007	223414004	900000000000482003
f8e1b0e8-37b1-588e-8488-ce442d1f62ad	20060131	1	900000000000207008	900000000000489007	223416002	900000000000482003
1ce24b4c-af39-5912-a1a2-2fce707421a7	20060131	1	900000000000207008	900000000000489007	223463000	900000000000482003
ca19df18-4540-5f54-85b5-fc2322e8470e	20060131	1	900000000000207008	900000000000489007	223465007	900000000000484002
a580079e-d2d3-5e43-882b-96f62041e246	20080731	1	900000000000207008	900000000000489007	225426007	900000000000484002
5213b79c-7d1f-5d5b-8a52-729cde8b0a4b	20030131	1	900000000000207008	900000000000489007	228484007	900000000000482003
78079760-e5ca-51bd-b65a-50a839a73c86	20040131	0	900000000000207008	900000000000489007	230456007	900000000000482003
81fb1e44-8f82-54fb-8ac4-4f16f5636296	20070131	1	900000000000207008	900000000000489007	231976001	900000000000482003
1fcdaacb-6c09-5905-bbd7-37ce21648055	20030131	0	900000000000207008	900000000000489007	232208008	900000000000486000
3f97e5dc-99e5-5aa9-a7cb-02c765fc3b55	20020731	1	900000000000207008	900000000000489007	232503003	900000000000484002
25437211-564d-5e4b-b6b7-ca1f7ab536ca	20030131	1	900000000000207008	900000000000489007	233992003	900000000000482003
72262779-6dec-5365-bc1a-5fbdfda3296d	20050131	1	900000000000207008	900000000000489007	236537009	900000000000482003
8a35e4c7-ee72-5316-908c-7519d78fd2d7	20030731	0	900000000000207008	900000000000489007	239107007	900000000000482003
3750f166-da79-5a2f-b1bb-3f143192b7d3	20110731	1	900000000000207008	900000000000489007	241018006	900000000000484002
cbc9f0ec-82eb-5107-b9fd-c39a0dd97e6c	20040131	1	900000000000207008	900000000000489007	243575004	900000000000483008
f5499a39-bae4-5760-b73b-71a99b9f022b	20030731	1	900000000000207008	900000000000489007	244399009	900000000000482003
efe08c13-c2a0-5941-be30-f1fce6c6c76f	20040731	1	900000000000207008	900000000000489007	244773000	900000000000482003
f47103ed-d2be-5d6f-b67d-261c809ff3f8	20080731	1	900000000000207008	900000000000489007	245461005	900000000000484002
b37e75e7-f632-5504-9308-a0f588900927	20100731	1	900000000000207008	900000000000489007	247423006	900000000000484002
dca8e583-f343-5a71-b2ac-54a73aa41ce0	20030131	1	900000000000207008	900000000000489007	252382002	900000000000482003
8745899c-0292-586d-88fe-e3b5c9871897	20030731	1	900000000000207008	900000000000489007	253033002	900000000000482003
f8c521ca-e890-5491-bd9d-2c3e431a7d1f	20020731	1	900000000000207008	900000000000489007	2533004	900000000000483008
929010fb-cb5c-5784-a366-38706aee981a	20110731	0	900000000000207008	900000000000489007	253549006	900000000000482003
37cd2dc7-848f-5104-98fc-c0ea8be1516e	20020731	1	900000000000207008	900000000000489007	255287002	900000000000482003
b8bf7b06-462d-52c1-9113-47af60d41e30	20070131	1	900000000000207008	900000000000489007	255572006	900000000000482003
656b24c2-606f-5724-884c-d6896adb8495	20020731	0	900000000000207008	900000000000489007	255632006	900000000000482003
ed89def1-9a20-5ddd-a2c1-fe09c2beba74	20050131	1	900000000000207008	900000000000489007	258550008	900000000000482003
d2983b5d-be39-5366-b5b2-d543386e46a6	20110731	1	900000000000207008	900000000000489007	260670006	900000000000484002
f29b7980-39ca-580b-a9d4-723fd94d4519	20070131	1	900000000000207008	900000000000489007	260908002	900000000000485001
0e9f8e12-4271-5ad1-be75-289838fda899	20090731	1	900000000000207008	900000000000489007	261008006	900000000000484002
f825b9c9-feec-5b7d-b68e-3b88f0bd8c58	20020731	1	900000000000207008	900000000000489007	262515005	900000000000482003
16004bc3-da0c-52f1-a818-a0e34b794f4d	20040731	1	900000000000207008	900000000000489007	264048004	900000000000484002
e7c46edb-2ef3-5d00-8c4b-083518125f91	20120731	1	900000000000207008	900000000000489007	264228001	900000000000484002
f75653e5-0e43-5ecd-8089-8d96aa1891dc	20090731	1	900000000000207008	900000000000489007	266207008	900000000000484002
e4a38bab-9944-5e76-8857-9c3306465a6a	20020731	1	900000000000207008	900000000000489007	266255008	900000000000482003
9130d5b0-a573-50d3-aefd-068aabcd9c5c	20040731	0	900000000000207008	900000000000489007	266987004	900000000000486000
92ea17a2-7446-59cd-bab6-885d107e4450	20100131	1	900000000000207008	900000000000489007	268477000	900000000000484002
8d9143a6-66b8-5a49-90cd-8d6959dd27b7	20060131	1	900000000000207008	900000000000489007	268531006	900000000000484002
770fdfce-4df1-537b-b332-8aadc7dca1e5	20060131	1	900000000000207008	900000000000489007	268535002	900000000000484002
f980f0c3-038a-5e86-a955-5ce92c3fc29b	20040731	1	900000000000207008	900000000000489007	271360006	900000000000484002
24feb3ef-affc-59ed-8dc7-68b4ee0bf46b	20030131	1	900000000000207008	900000000000489007	271362003	900000000000484002
c4bfccb7-3684-5616-b34c-52bfc3041320	20100731	1	900000000000207008	900000000000489007	271571006	900000000000484002
a1a0b32a-f661-5148-875c-16a4a8ef6df3	20070731	1	900000000000207008	900000000000489007	272647005	900000000000482003
1794ea6c-856b-5ec0-a14f-d84b428b2fdf	20040731	0	900000000000207008	900000000000489007	275322007	900000000000482003
56e15aa6-97c7-5eac-9c5f-a4f9a5862386	20040731	1	900000000000207008	900000000000489007	27664004	900000000000482003
9899b8f9-c55e-5a79-8345-f43ee4b04e12	20090731	0	900000000000207008	900000000000489007	277061006	900000000000486000
2cdf3c1c-1dcd-5845-a255-e76769ba3bdd	20080731	1	900000000000207008	900000000000489007	277160009	900000000000482003
b025f65e-8414-5091-a4f8-21084015a454	20070131	1	900000000000207008	900000000000489007	27760002	900000000000484002
9eee6f47-97e8-578f-8a93-3cd1b069f487	20060131	1	900000000000207008	900000000000489007	278416001	900000000000484002
fd92d2cb-0e48-5af0-b56f-fa56135286af	20040131	1	900000000000207008	900000000000489007	279075009	900000000000482003
15d58d3e-06ee-5ccb-ac4e-27b867da7309	20070131	1	900000000000207008	900000000000489007	279253001	900000000000484002
3fa68a6f-fe91-5090-8222-e04c950b63fe	20040131	1	900000000000207008	900000000000489007	280370005	900000000000482003
726d8f6f-9e78-50a2-b5e9-a13c9a2711ee	20030131	0	900000000000207008	900000000000489007	280698004	900000000000486000
8c59c46f-a025-5a12-b62c-791f26b46657	20070731	1	900000000000207008	900000000000489007	281132006	900000000000484002
845f0ac0-0b82-5a61-92f5-13708d2774b8	20030131	0	900000000000207008	900000000000489007	281145005	900000000000486000
f41060bc-bb09-5e9d-9673-f69450a18b47	20030131	0	900000000000207008	900000000000489007	281146006	900000000000486000
d2a79283-59e3-5b54-bfab-750abcaea81f	20100131	1	900000000000207008	900000000000489007	281574006	900000000000484002
8d9ad764-cfd4-513a-93cf-e4535090e58f	20060131	1	900000000000207008	900000000000489007	282092005	900000000000484002
e99033a7-13b1-57f7-a08f-8ca91e9db3e1	20030731	0	900000000000207008	900000000000489007	283398009	900000000000482003
